3M India,http://www.moneycontrol.com/india/stockpricequote/diversified/3mindia/MI42
8K Miles Soft,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/8kmilessoftwareservices/PMS01
Aarti Ind,http://www.moneycontrol.com/india/stockpricequote/chemicals/aartiindustries/AI45
Aban Offshore,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/abanoffshore/AO04
ABB India,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/abbindia/ABB
Abbott India,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abbottindia/AI51
ACC,http://www.moneycontrol.com/india/stockpricequote/cementmajor/acc/ACC06
Adani Enterpris,http://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13
Adani Ports,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adaniportsspecialeconomiczone/MPS
Adani Power,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanipower/AP11
Adani Trans,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/adanitransmission/AT22
Aditya Birla F,http://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR
Advanced Enzyme,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET
Aegis Logistics,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/aegislogistics/AL9
AIA Engineering,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/aiaengineering/AIE01
Ajanta Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22
Akzo Nobel,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/akzonobelindia/ICI
Alembic Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35
Alkem Lab,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05
Allahabad Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/allahabadbank/AB15
Allcargo,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/allcargologistics/AGL02
Amara Raja Batt,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB
Ambuja Cements,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacements/AC18
Andhra Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/andhrabank/AB14
Apar Ind,http://www.moneycontrol.com/india/stockpricequote/electricequipment/aparindustries/AI40
APL Apollo,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/aplapollotubes/BT09
Apollo Hospital,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/apollohospitalsenterprises/AHE
Apollo Tyres,http://www.moneycontrol.com/india/stockpricequote/tyres/apollotyres/AT14
Arvind,http://www.moneycontrol.com/india/stockpricequote/textilesdenim/arvind/A18
Asahi India,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/asahiindiaglass/AIG01
Ashok Leyland,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/ashokleyland/AL
Ashoka Buildcon,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ashokabuildcon/AB
Asian Paints,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/asianpaints/AP31
Astra Microwave,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/astramicrowaveproducts/AMP01
Astral Poly Tec,http://www.moneycontrol.com/india/stockpricequote/plastics/astralpolytechnik/APT02
AstraZeneca,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrazenecapharma/AZP
Atul,http://www.moneycontrol.com/india/stockpricequote/dyespigments/atul/A06
Aurobindo Pharm,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP
Avanti Feeds,http://www.moneycontrol.com/india/stockpricequote/aquaculture/avantifeeds/AF21
Avenue Supermar,http://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19
Axis Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/axisbank/AB16
Bajaj Auto,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/bajajauto/BA10
Bajaj Corp,http://www.moneycontrol.com/india/stockpricequote/personalcare/bajajcorp/BC02
Bajaj Electric,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/bajajelectricals/BE
Bajaj Finance,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bajajfinance/BAF
Bajaj Finserv,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajfinserv/BF04
Bajaj Hind,http://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthan/BH06
Bajaj Holdings,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajholdingsinvestment/BHI
Balkrishna Ind,http://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03
Balmer Lawrie,http://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC
Balrampur Chini,http://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Bank of Baroda,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofbaroda/BOB
Bank of India,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofindia/BOI
Bank of Mah,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankmaharashtra/BM05
BASF,http://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS
Bata India,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01
Bayer CropScien,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bayercropscience/BC12
BEML,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/beml/BEM03
Berger Paints,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02
BF Utilities,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/bfutilities/BFU
Bharat Elec,http://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03
Bharat Fin,http://www.moneycontrol.com/india/stockpricequote/financegeneral/bharatfinancialinclusion/SM11
Bharat Forge,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03
Bharti Airtel,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/bhartiairtel/BA08
Bharti Infratel,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/bhartiinfratel/BI14
BHEL,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatheavyelectricals/BHE
Biocon,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03
Birla Corp,http://www.moneycontrol.com/india/stockpricequote/cementmajor/birlacorporation/BC07
Bliss GVS,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV
Blue Dart,http://www.moneycontrol.com/india/stockpricequote/couriers/bluedartexpress/BDE
Blue Star,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/bluestar/BS
Bombay Burmah,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/bombayburmahtradingcorporation/BBT
Bombay Dyeing,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bombaydyeingmanufacturingcompany/BDM
Bosch,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/bosch/B05
BPCL,http://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC
Britannia,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI
Cadila Health,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC
Can Fin Homes,http://www.moneycontrol.com/india/stockpricequote/financehousing/canfinhomes/CFH
Canara Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/canarabank/CB06
Capital First,http://www.moneycontrol.com/india/stockpricequote/financegeneral/capitalfirst/FCH
Caplin Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/caplinpointlaboratories/CPL
Carborundum,http://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU
CARE,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/creditanalysisresearch/CAR
Castrol,http://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01
CCL Products,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/cclproductsindia/CC10
Ceat,http://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07
Central Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/centralbankindia/CBO01
Century,http://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI
CenturyPlyboard,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9
Cera Sanitary,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18
CESC,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/cesc/CES
CG Consumer,http://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01
CG Power,http://www.moneycontrol.com/india/stockpricequote/electricequipment/cgpowerindustrialsolutions/CG
Chambal Fert,http://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC
Chennai Petro,http://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02
Cholamandalam,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cholamandalaminvestmentfinancecompany/CDB
Cipla,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C
City Union Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/cityunionbank/CUB
Coal India,http://www.moneycontrol.com/india/stockpricequote/miningminerals/coalindia/CI11
Coffee Day,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/coffeedayenterprises/CDE
Colgate,http://www.moneycontrol.com/india/stockpricequote/personalcare/colgatepalmoliveindia/CPI
Container Corp,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
Coromandel Int,http://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45
Corporation Bk,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/corporationbank/CB
Cox & Kings,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/coxkings/CK
CRISIL,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/crisil/CRI
Cummins,http://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02
Cyient,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/cyient/IE07
Dabur India,http://www.moneycontrol.com/india/stockpricequote/personalcare/daburindia/DI
Dalmia Bharat,http://www.moneycontrol.com/india/stockpricequote/cementmajor/dalmiabharat/DBE
DB Corp,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dbcorp/C13
DCB Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/dcbbank/DCB01
DCM Shriram,http://www.moneycontrol.com/india/stockpricequote/diversified/dcmshriram/DCM02
Deepak Fert,http://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertilizerspetrochemicalscoprn/DFP
Delta Corp,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/deltacorp/DC11
Den Networks,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dennetworks/DN02
Dena Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/denabank/DB
Dewan Housing,http://www.moneycontrol.com/india/stockpricequote/financehousing/dewanhousingfinancecorporation/DHF
Dhanuka Agritec,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/dhanukaagritech/DA01
Dilip Buildcon,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/dilipbuildcon/DB04
Dish TV,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dishtvindia/DTV
Divis Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03
DLF,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/dlf/D04
Dr Lal PathLab,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drlalpathlabs/DLP01
Dr Reddys Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL
eClerx Services,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/eclerxservices/eS06
Edelweiss,http://www.moneycontrol.com/india/stockpricequote/financegeneral/edelweissfinancialservices/EC01
Eicher Motors,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/eichermotors/EM
EID Parry,http://www.moneycontrol.com/india/stockpricequote/sugar/eidparryindia/EID
EIH,http://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH
Elgi Equipments,http://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01
Emami,http://www.moneycontrol.com/india/stockpricequote/personalcare/emami/E06
Endurance Techn,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/endurancetechnologies/ET01
EngineersInd,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/engineersindia/EI14
Ent Network Ind,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/entertainmentnetworkindia/ENI
Equitas Holding,http://www.moneycontrol.com/india/stockpricequote/financegeneral/equitasholdings/EH03
Eros Intl,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM
Escorts,http://www.moneycontrol.com/india/stockpricequote/autotractors/escorts/E
Essel Propack,http://www.moneycontrol.com/india/stockpricequote/packaging/esselpropack/EP11
Eveready Ind,http://www.moneycontrol.com/india/stockpricequote/drycells/evereadyindustriesindia/EII02
Exide Ind,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/exideindustries/EI
FDC,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC
Federal Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/federalbank/FB
Finolex Cables,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/finolexcables/FC01
Finolex Ind,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/finolexindustries/FI
Firstsource Sol,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstsourcesolutions/FS07
Force Motors,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/forcemotors/FM01
Fortis Health,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortishealthcare/FH
Future Consumer,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/futureconsumer/FVI
Future Life,http://www.moneycontrol.com/india/stockpricequote/retail/futurelifestylefashions/FLF01
Future Retail,http://www.moneycontrol.com/india/stockpricequote/retail/futureretail/FR
GAIL,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gailindia/GAI
Gateway Distri,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gatewaydistriparks/GD01
Gati,http://www.moneycontrol.com/india/stockpricequote/couriers/gati/G04
Gayatri Project,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gayatriprojects/GP10
GE Power India,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/gepowerindia/AP29
GE Shipping,http://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
GE T&D; India,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/getdindia/ATD
GIC Housing Fin,http://www.moneycontrol.com/india/stockpricequote/financehousing/gichousingfinance/GIC
Gillette India,http://www.moneycontrol.com/india/stockpricequote/personalcare/gilletteindia/GI22
GlaxoSmith Con,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/glaxosmithklineconsumerhealthcare/GSC04
GlaxoSmithKline,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK
Glenmark,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glenmarkpharma/GP08
GMR Infra,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/gmrinfrastructure/GI27
GNFC,http://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratnarmadavalleyfertilizerschemicals/GNV
Godfrey Phillip,http://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI
Godrej Consumer,http://www.moneycontrol.com/india/stockpricequote/personalcare/godrejconsumerproducts/GCP
Godrej Ind,http://www.moneycontrol.com/india/stockpricequote/personalcare/godrejindustries/GI23
Godrej Prop,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/godrejproperties/GP11
Granules India,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/granulesindia/GI25
Grasim,http://www.moneycontrol.com/india/stockpricequote/diversified/grasimindustries/GI01
Greaves Cotton,http://www.moneycontrol.com/india/stockpricequote/engines/greavescotton/GC20
Greenply Ind,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/greenplyindustries/GI19
Grindwell Norto,http://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN
GRUH Finance,http://www.moneycontrol.com/india/stockpricequote/financehousing/gruhfinance/GRU
GSFC,http://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratstatefertilizerschemicals/GSF
Guj Alkali,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratalkalieschemicals/GAC01
Guj Flourochem,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicals/GF07
Guj Heavy Chem,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC
Guj Mineral,http://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD
Guj State Petro,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratstatepetronet/GSP02
Gujarat Gas,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratgas/GGC
Gujarat Pipavav,http://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03
Gulf Oil Lubric,http://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoillubricantsindia/GOL01
Hathway Cable,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hathwaycabledatacom/HCD
Hatsun Agro,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP
Havells India,http://www.moneycontrol.com/india/stockpricequote/electricequipment/havellsindia/HI01
HCL Info,http://www.moneycontrol.com/india/stockpricequote/computershardware/hclinfosystems/HCL
HCL Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/hcltechnologies/HCL02
HDFC,http://www.moneycontrol.com/india/stockpricequote/financehousing/housingdevelopmentfinancecorporation/HDF
HDFC Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/hdfcbank/HDF01
HDIL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/housingdevelopmentinfrastructure/HDI
Heidelberg Cem,http://www.moneycontrol.com/india/stockpricequote/cementmajor/heidelbergcementindia/HCI02
Heritage Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/heritagefoods/HFI
Hero Motocorp,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/heromotocorp/HHM
Hexaware Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/hexawaretechnologies/HT02
HFCL,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/himachalfuturisticcommunication/HFC
Himatsingka Sei,http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS
Hind Constr,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/hindustanconstructioncompany/HCC
Hind Copper,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustancopper/HC07
Hind Zinc,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustanzinc/HZ
Hindalco,http://www.moneycontrol.com/india/stockpricequote/aluminium/hindalcoindustries/HI
Honeywell Autom,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/honeywellautomation/HA04
HPCL,http://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC
HSIL,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/hsil/HSI02
HUL,http://www.moneycontrol.com/india/stockpricequote/personalcare/hindustanunilever/HU
ICICI Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/icicibank/ICI02
ICICI Prudentia,http://www.moneycontrol.com/india/stockpricequote/financegeneral/iciciprudentiallifeinsurancecompany/IPL01
ICRA,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/icra/ICR
IDBI Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/idbibank/IDB05
Idea Cellular,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/ideacellular/IC8
IDFC,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/idfc/IDF
IDFC Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/idfcbank/IDF01
IFCI,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ifci/IFC02
IGL,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/indraprasthagas/IG04
IIFL Holdings,http://www.moneycontrol.com/india/stockpricequote/financegeneral/iiflholdings/II15
ILandFS Trans,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/ilandfstransportationnetworks/ITN
India Cements,http://www.moneycontrol.com/india/stockpricequote/cementmajor/indiacements/IC
Indiabulls Hsg,http://www.moneycontrol.com/india/stockpricequote/financehousing/indiabullshousingfinance/IHF01
Indiabulls Real,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/indiabullsrealestate/IRE01
Indiabulls Vent,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/indiabullsventures/IS13
Indian Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianbank/IB04
Indian Hotels,http://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC
Indo Count,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/indocountindustries/ICI07
Indoco Remedies,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05
IndusInd Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/indusindbank/IIB
Infibeam Incorp,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infibeamincorporation/IIL03
Info Edge,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01
Infosys,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT
Ingersoll Rand,http://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01
INOX Leisure,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/inoxleisure/INO01
Inox Wind,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/inoxwind/IW
Intellect Desig,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/intellectdesignarena/IDA
Interglobe Avi,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04
IOB,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianoverseasbank/IOB
IOC,http://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC
Ipca Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL
IRB Infra,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/irbinfrastructuredevelopers/IID01
ISGEC Heavy Eng,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/isgecheavyengineering/SIS06
ITC,http://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC
ITD Cementation,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/itdcementationindia/ITD03
J Kumar Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jkumarinfraprojects/KI01
J. K. Cement,http://www.moneycontrol.com/india/stockpricequote/cementmajor/jkcement/JKC03
JagranPrakashan,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12
Jai Corp,http://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/jaicorp/JC08
Jain Irrigation,http://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02
Jaiprakash Asso,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/jaiprakashassociates/JA02
JB Chemicals,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01
JBF Industries,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/jbfindustries/JBF
Jet Airways,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/jetairways/JA01
